#id: 1825491670
#name: H.sapiens - Whole organism (Integrated)
#score: 31.9
#coverage: 99
#description: integrated dataset: weighted average of all H.sapiens WHOLE_ORGANISM: 31.9, Coverage: 99
#organ: WHOLE_ORGANISM
#integrated: true
#weights: Human_PeptideAtlas_2011-08_Ens62.new:0.747;9606-PA_201408:0.075;HsapiensBuild242_May2010.peptides.new:0.043;peptideatlaBuild_March2009.peptides.new:0.041;Human_iBAQ_Khan_2013:0.038;9606_GPM_201408:0.036;GPM_2012_09_Homo_sapiens_-_ensembl:0.02;
#publication_year: 2025
#filename: 9606-WHOLE_ORGANISM-integrated.txt
#
#gene_name	string_external_id	abundance
CRYBG1	9606.ENSP00000358062	3.79
JOSD2	9606.ENSP00000468956	3.78
FNBP4	9606.ENSP00000263773	3.78
ACAP2	9606.ENSP00000324287	3.78
DUSP14	9606.ENSP00000477653	3.78
TRAPPC5	9606.ENSP00000470262	3.78
SCFD2	9606.ENSP00000384182	3.78
VPS53	9606.ENSP00000401435	3.77
MTFR1L	9606.ENSP00000363419	3.77
STAU2	9606.ENSP00000428756	3.77
POU2AF1	9606.ENSP00000376786	3.77
SCRN2	9606.ENSP00000290216	3.77
APLP1	9606.ENSP00000221891	3.76
TAMM41	9606.ENSP00000398596	3.76
ERBB2	9606.ENSP00000269571	3.76
DBR1	9606.ENSP00000260803	3.75
RHOT1	9606.ENSP00000351132	3.75
OGDHL	9606.ENSP00000363216	3.75
CDC23	9606.ENSP00000378350	3.74
SDC4	9606.ENSP00000361818	3.74
MAX	9606.ENSP00000351490	3.74
CLASP2	9606.ENSP00000327760	3.74
POLB	9606.ENSP00000265421	3.74
XAB2	9606.ENSP00000351137	3.74
FES	9606.ENSP00000331504	3.74
KIF21A	9606.ENSP00000354878	3.74
L1CAM	9606.ENSP00000359077	3.73
SLC2A14	9606.ENSP00000445929	3.73
TTC7B	9606.ENSP00000336127	3.73
NLRX1	9606.ENSP00000387334	3.73
RBFOX2	9606.ENSP00000413035	3.73
E9PLN8_HUMAN	9606.ENSP00000431371	3.73
SMARCA1	9606.ENSP00000360162	3.73
USP4	9606.ENSP00000265560	3.73
NBN	9606.ENSP00000265433	3.72
MIPEP	9606.ENSP00000371607	3.72
RRAGC	9606.ENSP00000362092	3.72
DGUOK	9606.ENSP00000264093	3.72
ANO6	9606.ENSP00000409126	3.71
UBTD1	9606.ENSP00000359698	3.71
VAMP4	9606.ENSP00000236192	3.71
INPPL1	9606.ENSP00000298229	3.71
ASCC3	9606.ENSP00000358159	3.71
RHOJ	9606.ENSP00000316729	3.71
KDM3B	9606.ENSP00000326563	3.7
DPEP1	9606.ENSP00000376807	3.7
CSN2	9606.ENSP00000341030	3.7
CEP170	9606.ENSP00000355500	3.7
BNIP1	9606.ENSP00000231668	3.7
TBC1D4	9606.ENSP00000366863	3.69
ITGA2	9606.ENSP00000296585	3.68
VPS16	9606.ENSP00000369810	3.68
HYI	9606.ENSP00000361511	3.68
DHRS4L2	9606.ENSP00000334801	3.68
GHRL	9606.ENSP00000335074	3.67
GNPAT	9606.ENSP00000355607	3.67
FOLR2	9606.ENSP00000298223	3.67
SDC2	9606.ENSP00000307046	3.67
EIF2D	9606.ENSP00000271764	3.67
UQCC1	9606.ENSP00000363506	3.67
SYNJ2BP	9606.ENSP00000256366	3.66
KDELR1	9606.ENSP00000329471	3.66
TGM3	9606.ENSP00000370867	3.66
SSNA1	9606.ENSP00000313752	3.66
HLTF	9606.ENSP00000308944	3.66
ARMC10	9606.ENSP00000319412	3.66
GEMIN2	9606.ENSP00000308533	3.66
ENSP00000498584	9606.ENSP00000498584	3.65
PDE2A	9606.ENSP00000334910	3.64
SCAF1	9606.ENSP00000353769	3.64
TUBGCP3	9606.ENSP00000261965	3.64
NOMO3	9606.ENSP00000382274	3.64
SYNRG	9606.ENSP00000483453	3.64
TGM4	9606.ENSP00000296125	3.64
VPS52	9606.ENSP00000409952	3.64
FBLN2	9606.ENSP00000384169	3.64
KRTAP10-10	9606.ENSP00000369438	3.63
SARS2-2	9606.ENSP00000472465	3.63
LIMCH1	9606.ENSP00000425631	3.63
LIN28B	9606.ENSP00000344401	3.63
FUCA2	9606.ENSP00000002165	3.62
CAPS	9606.ENSP00000498855	3.62
RSF1	9606.ENSP00000311513	3.62
PKN2	9606.ENSP00000359552	3.62
UBAP1	9606.ENSP00000486574	3.61
CHEK1	9606.ENSP00000391090	3.61
RSL24D1	9606.ENSP00000260443	3.61
ECD	9606.ENSP00000401566	3.61
CCDC134	9606.ENSP00000255784	3.61
SLC27A2	9606.ENSP00000267842	3.61
ELP2	9606.ENSP00000414851	3.61
IKBKB	9606.ENSP00000430684	3.6
UPF2	9606.ENSP00000348708	3.6
TSC22D3	9606.ENSP00000361458	3.6
NOMO1	9606.ENSP00000287667	3.6
CXCL3	9606.ENSP00000296026	3.59
DDX51	9606.ENSP00000380495	3.59
PLXNB2	9606.ENSP00000352288	3.59
LCLAT1	9606.ENSP00000310551	3.59
NOL3	9606.ENSP00000457243	3.59
BAIAP2L1	9606.ENSP00000005260	3.59
PDPR	9606.ENSP00000288050	3.58
ALPL	9606.ENSP00000363973	3.58
DOCK10	9606.ENSP00000493664	3.58
DDX58	9606.ENSP00000369213	3.58
SPRR2D	9606.ENSP00000357746	3.58
CREM	9606.ENSP00000265372	3.58
GPN1	9606.ENSP00000264718	3.57
RBPMS	9606.ENSP00000340176	3.57
ANXA10	9606.ENSP00000352248	3.57
SNX4	9606.ENSP00000251775	3.57
POF1B	9606.ENSP00000362238	3.57
CCDC50	9606.ENSP00000376249	3.57
CRBN	9606.ENSP00000231948	3.56
PBX2	9606.ENSP00000364190	3.56
COMTD1	9606.ENSP00000361616	3.56
PANK4	9606.ENSP00000498888	3.56
GNAT1	9606.ENSP00000232461	3.55
LGALS8	9606.ENSP00000435460	3.55
KIFC1	9606.ENSP00000393963	3.55
DLGAP4	9606.ENSP00000363023	3.55
NAPSA	9606.ENSP00000253719	3.54
EXOC5	9606.ENSP00000484855	3.54
DHX37	9606.ENSP00000311135	3.54
TMEM245	9606.ENSP00000363714	3.54
OSBPL3	9606.ENSP00000315410	3.53
FHL3	9606.ENSP00000362107	3.53
ORAI1	9606.ENSP00000482568	3.53
BORCS5	9606.ENSP00000321546	3.53
CDC42EP1	9606.ENSP00000249014	3.53
CCDC115	9606.ENSP00000259229	3.53
BCAP29	9606.ENSP00000368414	3.53
BLOC1S3	9606.ENSP00000393840	3.53
TIMM8B	9606.ENSP00000438455	3.52
MLLT11	9606.ENSP00000357917	3.52
CDK12	9606.ENSP00000398880	3.52
CRTAP	9606.ENSP00000323696	3.52
SLC31A2	9606.ENSP00000259392	3.52
MTOR	9606.ENSP00000354558	3.52
YLPM1	9606.ENSP00000324463	3.51
ISLR	9606.ENSP00000249842	3.51
WIPI2	9606.ENSP00000288828	3.51
NOMO2	9606.ENSP00000477502	3.51
RANBP9	9606.ENSP00000011619	3.51
TMEM41B	9606.ENSP00000433126	3.5
A2ML1	9606.ENSP00000299698	3.5
PPP1R2B	9606.ENSP00000490297	3.5
MAPK8	9606.ENSP00000378974	3.5
WAPL	9606.ENSP00000298767	3.5
MMAA	9606.ENSP00000497008	3.5
DHTKD1	9606.ENSP00000263035	3.49
SERF2	9606.ENSP00000387187	3.49
AIF1L	9606.ENSP00000361383	3.49
PRMT3	9606.ENSP00000331879	3.49
NSRP1	9606.ENSP00000247026	3.49
QPCTL	9606.ENSP00000012049	3.49
MED29	9606.ENSP00000481733	3.48
LRCH4	9606.ENSP00000309689	3.48
IMPAD1	9606.ENSP00000262644	3.48
HAUS1	9606.ENSP00000282058	3.48
CLASRP	9606.ENSP00000221455	3.48
MEF2D	9606.ENSP00000271555	3.48
NOL11	9606.ENSP00000253247	3.48
EED	9606.ENSP00000338186	3.48
UFSP2	9606.ENSP00000264689	3.48
LEMD2	9606.ENSP00000293760	3.47
PPIC	9606.ENSP00000303057	3.47
SGTB	9606.ENSP00000370395	3.47
SGCG	9606.ENSP00000218867	3.47
PRKCG	9606.ENSP00000263431	3.47
PHAX	9606.ENSP00000297540	3.47
BCAN	9606.ENSP00000331210	3.46
FLT4	9606.ENSP00000261937	3.46
ME3	9606.ENSP00000440246	3.46
PGA5	9606.ENSP00000309542	3.46
NEBL	9606.ENSP00000366326	3.46
GEMIN4	9606.ENSP00000321706	3.46
LUZP1	9606.ENSP00000303758	3.46
NME4	9606.ENSP00000219479	3.45
CPSF4	9606.ENSP00000292476	3.44
MRPL51	9606.ENSP00000229238	3.44
ORC3	9606.ENSP00000257789	3.44
CALHM5	9606.ENSP00000357588	3.44
APOBR	9606.ENSP00000457539	3.44
HSPA14-2	9606.ENSP00000390513	3.44
ZFPL1	9606.ENSP00000294258	3.44
DCAF8	9606.ENSP00000357052	3.44
GHITM	9606.ENSP00000361207	3.43
NFIA	9606.ENSP00000360231	3.43
C9orf40	9606.ENSP00000366050	3.43
CD38	9606.ENSP00000226279	3.43
MTFP1	9606.ENSP00000266263	3.43
PPOX	9606.ENSP00000356978	3.43
XPO4	9606.ENSP00000255305	3.43
SYNM	9606.ENSP00000336775	3.43
LRP1	9606.ENSP00000243077	3.42
STAM2	9606.ENSP00000263904	3.42
RACGAP1	9606.ENSP00000404190	3.42
MED21	9606.ENSP00000282892	3.41
CWC22	9606.ENSP00000387006	3.41
HIP1R	9606.ENSP00000253083	3.41
EEF1AKNMT	9606.ENSP00000354920	3.41
DCTN6	9606.ENSP00000221114	3.41
PPP1R13L	9606.ENSP00000354218	3.41
FGFBP2	9606.ENSP00000259989	3.41
AGTRAP	9606.ENSP00000319713	3.41
EXOC8	9606.ENSP00000355605	3.4
VPS35L	9606.ENSP00000251143	3.4
CC2D1B	9606.ENSP00000360642	3.4
POLR2L	9606.ENSP00000324124	3.4
MAT1A	9606.ENSP00000361287	3.4
NRM	9606.ENSP00000259953	3.4
HGD	9606.ENSP00000283871	3.4
PTPRG	9606.ENSP00000418112	3.4
FOXRED1	9606.ENSP00000263578	3.39
MYO1A	9606.ENSP00000393392	3.39
BET1L	9606.ENSP00000372210	3.39
ZNF503	9606.ENSP00000361602	3.38
ATG7	9606.ENSP00000346437	3.38
GTF3C1	9606.ENSP00000348510	3.38
CCDC9	9606.ENSP00000221922	3.38
ACOT8	9606.ENSP00000217455	3.38
AOX1	9606.ENSP00000363832	3.37
HELLS	9606.ENSP00000377601	3.37
SSH3	9606.ENSP00000312081	3.37
SLC4A1AP	9606.ENSP00000479964	3.37
STC2	9606.ENSP00000265087	3.36
RAB22A	9606.ENSP00000244040	3.36
HAVCR2	9606.ENSP00000312002	3.36
SDSL	9606.ENSP00000341117	3.36
TBCE	9606.ENSP00000439170	3.35
ORC5	9606.ENSP00000297431	3.35
B4DFI2_HUMAN	9606.ENSP00000417434	3.35
BAG1	9606.ENSP00000489189	3.34
CD109	9606.ENSP00000287097	3.34
DIP2B	9606.ENSP00000301180	3.34
QRICH1	9606.ENSP00000378830	3.34
SYCN	9606.ENSP00000325564	3.34
NR4A2	9606.ENSP00000344479	3.33
NMT2	9606.ENSP00000367407	3.33
FASTKD2	9606.ENSP00000385990	3.33
SPANXC	9606.ENSP00000351884	3.33
SPANXD	9606.ENSP00000359546	3.33
GTPBP3	9606.ENSP00000351644	3.33
STAC	9606.ENSP00000273183	3.33
SUZ12	9606.ENSP00000316578	3.33
ATP4A	9606.ENSP00000262623	3.33
RABEP2	9606.ENSP00000350934	3.32
BAG5	9606.ENSP00000338814	3.31
MGAT1	9606.ENSP00000332073	3.31
hCG_1984214	9606.ENSP00000390331	3.31
PSD4	9606.ENSP00000245796	3.31
GAD2	9606.ENSP00000365437	3.31
MT-ND3	9606.ENSP00000355206	3.31
MTPAP	9606.ENSP00000263063	3.3
SYN2	9606.ENSP00000480050	3.3
KTI12	9606.ENSP00000360676	3.3
NACA2	9606.ENSP00000427802	3.3
EHHADH	9606.ENSP00000231887	3.29
GGA2	9606.ENSP00000311962	3.29
ZNF24	9606.ENSP00000382015	3.29
ANKRD28	9606.ENSP00000382379	3.29
ARMCX3	9606.ENSP00000340672	3.29
NRF1	9606.ENSP00000342351	3.29
C6orf58	9606.ENSP00000328069	3.28
WAC	9606.ENSP00000346986	3.28
LRRC1	9606.ENSP00000359925	3.27
TMED8	9606.ENSP00000216468	3.27
DHX38	9606.ENSP00000268482	3.27
GJA1	9606.ENSP00000282561	3.26
UACA	9606.ENSP00000314556	3.26
PON3	9606.ENSP00000265627	3.26
PTRH1	9606.ENSP00000418661	3.26
AURKB	9606.ENSP00000313950	3.26
KRT222	9606.ENSP00000377616	3.26
IFIH1	9606.ENSP00000497271	3.26
COG7	9606.ENSP00000305442	3.26
SULT2A1	9606.ENSP00000222002	3.26
WDR46	9606.ENSP00000363746	3.25
LIN7A	9606.ENSP00000447488	3.25
HGH1	9606.ENSP00000321320	3.25
TMEM167A	9606.ENSP00000424707	3.25
TNIK	9606.ENSP00000399511	3.25
TRIM33	9606.ENSP00000351250	3.24
MIEN1	9606.ENSP00000462998	3.24
TRAFD1	9606.ENSP00000257604	3.24
H3BRN7_HUMAN	9606.ENSP00000456336	3.24
DCAF1	9606.ENSP00000393183	3.24
RBM47	9606.ENSP00000295971	3.24
IL1RAP	9606.ENSP00000314807	3.23
ERLEC1	9606.ENSP00000185150	3.23
YBEY	9606.ENSP00000329614	3.23
CDC27	9606.ENSP00000434614	3.22
FAM91A1	9606.ENSP00000335082	3.22
AP1G2	9606.ENSP00000312442	3.21
ISCA2	9606.ENSP00000452007	3.21
VPREB3	9606.ENSP00000248948	3.21
CPD	9606.ENSP00000225719	3.21
PAPOLA	9606.ENSP00000216277	3.21
SMYD5	9606.ENSP00000374152	3.21
CEACAM5	9606.ENSP00000221992	3.21
MALSU1	9606.ENSP00000419370	3.21
CDC123	9606.ENSP00000281141	3.2
KHK	9606.ENSP00000260599	3.2
DDX56	9606.ENSP00000258772	3.2
TPSD1	9606.ENSP00000211076	3.2
STRIP2	9606.ENSP00000249344	3.2
ECE1	9606.ENSP00000364028	3.19
LMOD1	9606.ENSP00000356257	3.19
CHD1	9606.ENSP00000483667	3.19
HIRIP3	9606.ENSP00000279392	3.19
RNGTT	9606.ENSP00000358497	3.19
APLP2	9606.ENSP00000497691	3.19
SPRR2B	9606.ENSP00000357744	3.19
PEX16	9606.ENSP00000241041	3.19
RILPL1	9606.ENSP00000366070	3.18
GFER	9606.ENSP00000248114	3.18
SST	9606.ENSP00000287641	3.18
NGLY1	9606.ENSP00000280700	3.18
GABARAPL1	9606.ENSP00000411256	3.18
DBNDD2	9606.ENSP00000361795	3.18
LLGL1	9606.ENSP00000321537	3.18
CEBPB	9606.ENSP00000305422	3.17
SLC32A1	9606.ENSP00000217420	3.17
SLC9A9	9606.ENSP00000320246	3.17
QTRT2	9606.ENSP00000420682	3.17
ARHGEF6	9606.ENSP00000250617	3.16
ATG16L1	9606.ENSP00000375873	3.16
ERI1	9606.ENSP00000250263	3.16
CRTC2	9606.ENSP00000357622	3.15
IPO8	9606.ENSP00000256079	3.15
ZCCHC3	9606.ENSP00000484056	3.14
BANK1	9606.ENSP00000320509	3.14
NSUN5	9606.ENSP00000309126	3.14
INTS13	9606.ENSP00000261191	3.14
RBM27	9606.ENSP00000265271	3.14
E7ENX8_HUMAN	9606.ENSP00000391806	3.13
NABP2	9606.ENSP00000369545	3.13
PM20D2	9606.ENSP00000275072	3.13
GPA33	9606.ENSP00000356842	3.13
TP53I11	9606.ENSP00000436152	3.12
COA3	9606.ENSP00000354762	3.12
SURF2	9606.ENSP00000361032	3.12
GGA1	9606.ENSP00000371175	3.11
ZNF638	9606.ENSP00000386433	3.11
TCEAL5	9606.ENSP00000361765	3.11
PRIM2	9606.ENSP00000484105	3.1
SEC14L2	9606.ENSP00000478755	3.1
SLAMF1	9606.ENSP00000438406	3.1
YY2	9606.ENSP00000389381	3.09
SFTPB	9606.ENSP00000499683	3.09
IFIT5	9606.ENSP00000360860	3.09
MARK3	9606.ENSP00000411397	3.09
PAN3	9606.ENSP00000370345	3.08
MAPKAPK3	9606.ENSP00000396467	3.08
OTC	9606.ENSP00000039007	3.08
BPIFA1	9606.ENSP00000346251	3.08
WDR26	9606.ENSP00000498603	3.08
HS2ST1	9606.ENSP00000359581	3.07
MDK	9606.ENSP00000385451	3.07
PAAF1	9606.ENSP00000438071	3.07
MUC2	9606.ENSP00000494061	3.07
LAMA5	9606.ENSP00000252999	3.07
WFS1	9606.ENSP00000226760	3.06
PRIM1	9606.ENSP00000350491	3.06
FAM83H	9606.ENSP00000373565	3.06
TBX21	9606.ENSP00000177694	3.06
CRELD2	9606.ENSP00000383938	3.05
CYTH1	9606.ENSP00000389095	3.05
RAB24	9606.ENSP00000304376	3.05
RPS19BP1	9606.ENSP00000333948	3.04
ZFAND5	9606.ENSP00000366161	3.04
VAV3	9606.ENSP00000359073	3.04
CPB1	9606.ENSP00000417222	3.04
SLC25A19	9606.ENSP00000385312	3.04
MEX3D	9606.ENSP00000384398	3.04
ANK2	9606.ENSP00000349588	3.03
AAR2	9606.ENSP00000363043	3.03
KIAA1522	9606.ENSP00000383851	3.03
NUSAP1	9606.ENSP00000499238	3.03
ENSP00000499503	9606.ENSP00000499503	3.03
ITPRID2	9606.ENSP00000388731	3.03
SSR2	9606.ENSP00000295702	3.03
PRKAA2	9606.ENSP00000360290	3.03
REEP4	9606.ENSP00000303482	3.02
UBE4B	9606.ENSP00000343001	3.02
ANKS1A	9606.ENSP00000353518	3.02
ZC3H13	9606.ENSP00000242848	3.02
SBNO1	9606.ENSP00000473665	3.02
TM6SF1	9606.ENSP00000317000	3.01
AASS	9606.ENSP00000403768	3.01
C1orf52	9606.ENSP00000419417	3.01
NDUFAF7	9606.ENSP00000002125	3.01
ERCC2	9606.ENSP00000375809	3.01
C3orf85	9606.ENSP00000489642	3.0
FARP1	9606.ENSP00000486285	3.0
COG2	9606.ENSP00000355629	3.0
TTI1	9606.ENSP00000362547	3.0
SPINT1	9606.ENSP00000342098	3.0
PIK3CD	9606.ENSP00000366563	3.0
CAMK1D	9606.ENSP00000478874	3.0
MBD1	9606.ENSP00000468785	3.0
H0YJ60_HUMAN	9606.ENSP00000450870	3.0
ZNF598	9606.ENSP00000455308	2.99
NOL10	9606.ENSP00000371101	2.99
PBX1	9606.ENSP00000405890	2.99
THUMPD3	9606.ENSP00000339532	2.99
NEDD4L	9606.ENSP00000383199	2.99
NCF4	9606.ENSP00000380334	2.99
MARC2	9606.ENSP00000355880	2.99
FIBP	9606.ENSP00000344572	2.99
SCIN	9606.ENSP00000297029	2.98
VPS26C	9606.ENSP00000311399	2.98
C1orf50	9606.ENSP00000361603	2.97
LAIR1	9606.ENSP00000375622	2.97
SMIM4	9606.ENSP00000417806	2.97
OXSM	9606.ENSP00000280701	2.97
CASK	9606.ENSP00000494788	2.97
SCAF8	9606.ENSP00000413098	2.97
MRPL30	9606.ENSP00000338057	2.97
CARD19	9606.ENSP00000364613	2.97
LILRB1	9606.ENSP00000315997	2.96
LEO1	9606.ENSP00000299601	2.96
MED15	9606.ENSP00000263205	2.96
TIMP3	9606.ENSP00000266085	2.96
MANSC1	9606.ENSP00000438205	2.96
TXNL4B	9606.ENSP00000268483	2.95
FERMT1	9606.ENSP00000217289	2.95
NAT1	9606.ENSP00000443194	2.95
URB1	9606.ENSP00000372199	2.95
MLF2	9606.ENSP00000203630	2.95
SMIM13	9606.ENSP00000451866	2.95
SUFU	9606.ENSP00000358918	2.95
CASP8	9606.ENSP00000351273	2.94
MON2	9606.ENSP00000377250	2.94
RAB41	9606.ENSP00000363597	2.94
LRWD1	9606.ENSP00000292616	2.93
AEBP1	9606.ENSP00000223357	2.93
COIL	9606.ENSP00000240316	2.93
ZNF384	9606.ENSP00000380019	2.93
AAMDC	9606.ENSP00000307254	2.93
SCG3	9606.ENSP00000220478	2.92
XPC	9606.ENSP00000285021	2.92
BGLAP	9606.ENSP00000357255	2.92
PRKAB2	9606.ENSP00000254101	2.92
FRYL	9606.ENSP00000351113	2.92
APTX	9606.ENSP00000369145	2.92
FAM210B	9606.ENSP00000360437	2.92
RAB11FIP1	9606.ENSP00000331342	2.91
NUDT9	9606.ENSP00000303575	2.91
SS18	9606.ENSP00000414516	2.91
OLFM1	9606.ENSP00000360858	2.91
MAP2	9606.ENSP00000353508	2.91
MTIF2	9606.ENSP00000263629	2.9
CPQ	9606.ENSP00000220763	2.9
KSR1	9606.ENSP00000381958	2.9
PEX1	9606.ENSP00000248633	2.9
NT5DC2	9606.ENSP00000406933	2.9
ANLN	9606.ENSP00000265748	2.9
KRT37	9606.ENSP00000225550	2.9
UBE2T	9606.ENSP00000494957	2.9
CASC3	9606.ENSP00000264645	2.9
TMEM223	9606.ENSP00000303987	2.9
CSNK1D	9606.ENSP00000381531	2.9
NECAP1	9606.ENSP00000491067	2.89
WRAP53	9606.ENSP00000324203	2.89
ATXN3	9606.ENSP00000496695	2.89
METTL18	9606.ENSP00000307975	2.89
SLC35E1	9606.ENSP00000470652	2.89
GSTA5	9606.ENSP00000360028	2.88
PTPN2	9606.ENSP00000311857	2.88
C18orf25	9606.ENSP00000481626	2.88
USP8	9606.ENSP00000379721	2.88
PPIL2	9606.ENSP00000486725	2.88
TTK	9606.ENSP00000358813	2.88
YIF1A	9606.ENSP00000366098	2.88
TRPC6	9606.ENSP00000340913	2.88
KRT38	9606.ENSP00000246646	2.88
PLEKHA2	9606.ENSP00000482228	2.88
EFNB2	9606.ENSP00000493716	2.87
NSA2	9606.ENSP00000483484	2.87
PLEKHF2	9606.ENSP00000322373	2.87
RXRB	9606.ENSP00000363817	2.86
LRATD2	9606.ENSP00000302578	2.86
KRTAP2-2	9606.ENSP00000381494	2.86
ACER3	9606.ENSP00000434480	2.86
CRNKL1	9606.ENSP00000366557	2.86
NOB1	9606.ENSP00000268802	2.86
PBXIP1	9606.ENSP00000357448	2.86
CWF19L1	9606.ENSP00000326411	2.86
POM121	9606.ENSP00000378687	2.86
CBL	9606.ENSP00000264033	2.86
SMARCAD1	9606.ENSP00000351947	2.85
MAP3K7	9606.ENSP00000358335	2.85
FAM92A	9606.ENSP00000429367	2.85
MFN1	9606.ENSP00000420617	2.85
WASL	9606.ENSP00000223023	2.85
FBLIM1	9606.ENSP00000416387	2.84
ERMP1	9606.ENSP00000340427	2.84
ITPK1	9606.ENSP00000267615	2.84
SCGB1D2	9606.ENSP00000244926	2.84
GLMP	9606.ENSP00000354553	2.84
LCMT1	9606.ENSP00000382021	2.83
RUNX1	9606.ENSP00000300305	2.83
CYP17A1	9606.ENSP00000358903	2.83
SPRR2A	9606.ENSP00000376423	2.83
NECTIN1	9606.ENSP00000264025	2.83
SPRR2E	9606.ENSP00000357740	2.83
H3BUN2_HUMAN	9606.ENSP00000457718	2.83
EGLN1	9606.ENSP00000355601	2.83
NFATC2IP	9606.ENSP00000324792	2.83
VARS2	9606.ENSP00000441000	2.82
MALT1	9606.ENSP00000497997	2.82
DPEP2	9606.ENSP00000458977	2.82
SIT1	9606.ENSP00000259608	2.82
RBM33	9606.ENSP00000384160	2.82
U2AF1L4	9606.ENSP00000292879	2.82
CNRIP1	9606.ENSP00000263655	2.81
NEU1	9606.ENSP00000364782	2.81
BMP1	9606.ENSP00000305714	2.81
ATF6	9606.ENSP00000356919	2.81
NXN	9606.ENSP00000337443	2.81
WDR33	9606.ENSP00000325377	2.81
CUX1	9606.ENSP00000353401	2.8
PTGES	9606.ENSP00000342385	2.8
MED6	9606.ENSP00000481920	2.8
MCEE	9606.ENSP00000244217	2.8
GPX7	9606.ENSP00000354677	2.8
FSTL3	9606.ENSP00000166139	2.8
PIK3CG	9606.ENSP00000419260	2.8
GAS2L1	9606.ENSP00000481012	2.79
DOLPP1	9606.ENSP00000361625	2.79
NDE1	9606.ENSP00000379643	2.79
TIMM17A	9606.ENSP00000356256	2.79
HEPHL1	9606.ENSP00000313699	2.79
TAF2	9606.ENSP00000367406	2.79
AURKA	9606.ENSP00000216911	2.79
DTD1	9606.ENSP00000495845	2.79
CD58	9606.ENSP00000358501	2.79
COX15	9606.ENSP00000016171	2.78
MOB3C	9606.ENSP00000271139	2.78
EPDR1	9606.ENSP00000199448	2.78
CARMIL2	9606.ENSP00000334958	2.78
GAGE12G	9606.ENSP00000416249	2.77
GAGE12F	9606.ENSP00000491865	2.77
PDGFB	9606.ENSP00000330382	2.77
EARS2	9606.ENSP00000456218	2.77
TMEM65	9606.ENSP00000297632	2.77
XPNPEP3	9606.ENSP00000349658	2.77
MT1F	9606.ENSP00000334872	2.77
SRR	9606.ENSP00000339435	2.76
EFR3A	9606.ENSP00000254624	2.76
ERCC3	9606.ENSP00000285398	2.76
CLCC1	9606.ENSP00000349456	2.76
NFIX	9606.ENSP00000380781	2.76
PARD3	9606.ENSP00000363921	2.76
USP24	9606.ENSP00000294383	2.75
RGS19	9606.ENSP00000378483	2.75
MIOS	9606.ENSP00000339881	2.75
AARSD1	9606.ENSP00000400870	2.75
RIPK1	9606.ENSP00000259808	2.75
MCAT	9606.ENSP00000290429	2.75
RIOK2	9606.ENSP00000283109	2.75
PROSER2	9606.ENSP00000277570	2.75
PGC	9606.ENSP00000362116	2.74
LACRT	9606.ENSP00000257867	2.74
TPBG	9606.ENSP00000358765	2.74
DCP1A	9606.ENSP00000476386	2.74
OXR1	9606.ENSP00000405424	2.74
UBL7	9606.ENSP00000457703	2.74
ANKRD17	9606.ENSP00000351416	2.73
POLR1E	9606.ENSP00000367029	2.73
ARG2	9606.ENSP00000261783	2.73
SMAD3	9606.ENSP00000332973	2.73
COL5A1	9606.ENSP00000360882	2.73
ITSN2	9606.ENSP00000347244	2.73
GAGE2E	9606.ENSP00000478568	2.73
ADAMTSL2	9606.ENSP00000346478	2.72
ZBTB7B	9606.ENSP00000406286	2.72
INTS14	9606.ENSP00000498715	2.72
NRBF2	9606.ENSP00000277746	2.71
PLA2G7	9606.ENSP00000274793	2.71
YJU2	9606.ENSP00000262962	2.71
ZNF22	9606.ENSP00000298299	2.71
GTF3C3	9606.ENSP00000263956	2.7
TENT5A	9606.ENSP00000318298	2.7
GNA15	9606.ENSP00000262958	2.7
DMAC2L	9606.ENSP00000451583	2.7
CHD3	9606.ENSP00000369716	2.7
GOLGA5	9606.ENSP00000163416	2.7
FRMD4B	9606.ENSP00000381549	2.69
INTS9	9606.ENSP00000429065	2.69
CRELD1	9606.ENSP00000321856	2.69
PUM2	9606.ENSP00000338173	2.69
METTL16	9606.ENSP00000263092	2.69
DUSP12	9606.ENSP00000356920	2.69
MAEA	9606.ENSP00000302830	2.69
MED30	9606.ENSP00000297347	2.69
PARP14	9606.ENSP00000418194	2.69
OMG	9606.ENSP00000247271	2.68
NLRP2	9606.ENSP00000445135	2.68
SPECC1	9606.ENSP00000261503	2.68
ARMH3	9606.ENSP00000359050	2.68
CNTNAP1	9606.ENSP00000264638	2.68
LIN28A	9606.ENSP00000363314	2.67
DECR2	9606.ENSP00000219481	2.67
LIMK2	9606.ENSP00000339916	2.67
RBM23	9606.ENSP00000352956	2.67
FOXK2	9606.ENSP00000335677	2.67
CIP2A	9606.ENSP00000295746	2.66
HLA-DQB2	9606.ENSP00000396330	2.66
MISP	9606.ENSP00000215582	2.66
CDC40	9606.ENSP00000357928	2.66
RAPH1	9606.ENSP00000316543	2.66
CSN3	9606.ENSP00000304822	2.66
GDAP1	9606.ENSP00000220822	2.66
COA5	9606.ENSP00000330730	2.66
KIF3A	9606.ENSP00000385808	2.66
H0YIV9_HUMAN	9606.ENSP00000450281	2.66
ATPAF2	9606.ENSP00000417190	2.66
MS4A4A	9606.ENSP00000338648	2.66
GLDC	9606.ENSP00000370737	2.66
KRTAP26-1	9606.ENSP00000353742	2.65
RRAGA	9606.ENSP00000369899	2.65
